Time (s)	X (km)	Y (km)	Z (km)	vx (km)	vy (km)	vz (km)
6230038.984452212229	1532070.355894759530	218412.521032953926	73595.806541596641	-0.002470049736	0.234411036262	0.081918891218
6230055.563894511200	1532070.314936076989	218416.407425454585	73597.164706740194	-0.002470850176	0.234409618932	0.081918362057
6230088.722779109143	1532070.232978900662	218424.180139960255	73599.881010707613	-0.002472450953	0.234406784269	0.081917303729
6230155.040548305027	1532070.068905319786	218439.725286988541	73605.313513362868	-0.002475652093	0.234401114932	0.081915187050
6230287.676086696796	1532069.740121372044	218470.814453109138	73616.178097548182	-0.002482052716	0.234389776211	0.081910953603
6230552.947163480334	1532069.080007358454	218532.988273577706	73637.905581363360	-0.002494847338	0.234367098584	0.081902486357
6231083.489317046478	1532067.749603061005	218657.317867198901	73681.353810336048	-0.002520410079	0.234321742609	0.081885550458
6232144.573624178767	1532065.048154999036	218905.904863452393	73768.223310193091	-0.002571429551	0.234231027933	0.081851673099
6234266.742238443345	1532059.483225987758	219402.790079455619	73941.854450355109	-0.002673044398	0.234049588941	0.081783896592
6236388.910852707922	1532053.703253211221	219899.290239721740	74115.341727267689	-0.002774093703	0.233868139495	0.081716091921
6238511.079466972500	1532047.709436934441	220395.405325124215	74288.685082294178	-0.002874577384	0.233686682478	0.081648260152
6240633.248081237078	1532041.502977575175	220891.135322657181	74461.884459064488	-0.002974495378	0.233505220774	0.081580402357
6244877.585309766233	1532028.456931794994	221881.440032722545	74807.851063721027	-0.003172634155	0.233142294862	0.081444612971
6253366.259766825475	1531999.865949099418	223857.428506570956	75498.054306459351	-0.003562122861	0.232416513972	0.081172769178
6270343.608680943958	1531932.957271607360	227790.928380270081	76871.531886981160	-0.004313961102	0.230965884750	0.080628264558
6287320.957595062442	1531853.591065017739	231699.819377173786	78235.759147232617	-0.005029690241	0.229517736536	0.080083138071
6304298.306509180926	1531762.379106236389	235584.156225180923	79590.730333142783	-0.005709472045	0.228073554137	0.079537956611
6338253.004337416962	1531546.846534942277	243279.512250313855	82272.929929668695	-0.006962243202	0.225202998880	0.078449720581
6372207.702165652998	1531291.160542425467	250877.935237797676	84918.279203340717	-0.008075180400	0.222365922640	0.077368163704
6406162.399993889034	1531000.001596119022	258380.756590464560	87527.083187725337	-0.009052472731	0.219573727679	0.076297889337
6474071.795650362037	1530329.124839182710	273106.807567130891	92637.051637261262	-0.010623104954	0.214167142058	0.074209209853
6541981.191306835040	1529567.643862681231	287475.552293544810	97608.310316811345	-0.011731694975	0.209062507028	0.072218051678
6609890.586963308044	1528744.505082275951	301509.785167876456	102448.537586684382	-0.012452057943	0.204324628546	0.070354712555
6677799.982619781047	1527883.216574989026	315236.096644472564	107167.277227039493	-0.012869838565	0.200000145064	0.068643640054
6745709.378276254050	1527001.232457878301	328683.563309567049	111775.496489273384	-0.013076878793	0.196115401619	0.067102151698
6881528.169589200057	1525213.887417469174	354862.219992387167	120708.232931720995	-0.013221235393	0.189670067243	0.064558903914
7017346.960902146064	1523402.471698848065	380277.485390368965	129343.748402395038	-0.013530151994	0.184833594872	0.062717999594
7153165.752215092070	1521511.355932240142	405127.158615154505	137772.231282125314	-0.014462467161	0.181275706931	0.061490639884
7288984.543528038077	1519435.419098429382	429559.240042789548	146068.850336827367	-0.016283518870	0.178610540863	0.060750516399
7424803.334840984084	1517043.570497567765	453669.161974013841	154290.676025706867	-0.019118704810	0.176466152014	0.060364228417
7560622.126153930090	1514194.359844619874	477503.454300515645	162476.652962349210	-0.023011431798	0.174498062040	0.060200964362
7696440.917466876097	1510744.584803498350	501063.074081632076	170647.996578749851	-0.027951790804	0.172370464134	0.060127614241
7922963.728493278846	1503284.837242987473	539602.450025907368	184242.278922885802	-0.038260759391	0.167518868446	0.059807372409
8149486.539519681595	1493281.056143557420	576723.778929291409	197675.475181873597	-0.050026039617	0.159729829873	0.058625250587
